PalletID,Action,PalletStatus,PackSize,Amount,LotNo,MaterialCode,NameThai,ProductType,Model,Profile,Curve,Color,Coat,ProductClass,StampDateTime,FromLocationType,FromLocationCode,FromLocationName,FromRowNo,FromColNo,FromFloorNo,ToLocationType,ToLocationCode,ToLocationName,ToRowNo,ToColNo,ToFloorNo,UserCreate,UserCreateCode,PlantCode
LP26041000001689,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001705,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001755,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001765,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26011000007798,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006003CCO0000,ชุดอุปกรณ์ยึดครอบผนัง รุ่น ซี-โค่,ACCESSORIES,ACCESSORIES,ชุดอุปกรณ์ยึดครอบผนัง,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001690,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001698,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001717,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001735,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001775,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003457,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003489,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003537,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003482,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003501,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003512,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003467,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003470,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003475,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003481,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003494,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003521,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003535,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003465,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003488,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003502,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003531,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003485,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003491,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003511,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003532,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001778,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003492,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003529,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003503,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003506,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003507,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003518,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003468,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003483,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003526,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001772,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003471,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003498,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003508,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003444,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003449,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003500,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003504,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003493,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003528,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003523,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003525,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003497,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003514,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP25091000009053,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006003CCO0000,ชุดอุปกรณ์ยึดครอบผนัง รุ่น ซี-โค่,ACCESSORIES,ACCESSORIES,ชุดอุปกรณ์ยึดครอบผนัง,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26011000007730,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006003CCO0000,ชุดอุปกรณ์ยึดครอบผนัง รุ่น ซี-โค่,ACCESSORIES,ACCESSORIES,ชุดอุปกรณ์ยึดครอบผนัง,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26011000007757,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006003CCO0000,ชุดอุปกรณ์ยึดครอบผนัง รุ่น ซี-โค่,ACCESSORIES,ACCESSORIES,ชุดอุปกรณ์ยึดครอบผนัง,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26011000007764,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006003CCO0000,ชุดอุปกรณ์ยึดครอบผนัง รุ่น ซี-โค่,ACCESSORIES,ACCESSORIES,ชุดอุปกรณ์ยึดครอบผนัง,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26011000007777,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006003CCO0000,ชุดอุปกรณ์ยึดครอบผนัง รุ่น ซี-โค่,ACCESSORIES,ACCESSORIES,ชุดอุปกรณ์ยึดครอบผนัง,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001707,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001713,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001714,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000001773,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00000,ดรายเทคซิสเท็ม ซี-โค่,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,NORMAL,LCR20200704918,TG-127C1F1,127,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
LP26041000003486,CHECKERSETREMAINAMOUNT,GOOD,1,1,,ZCBB0006002EC00001,ดรายเทคซิสเท็ม ซี-โค่ สำหรับตะเข้สัน,ACCESSORIES,ACCESSORIES,ดรายเทค,,,,,10/04/2026 10:00:36,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,NORMAL,LCR20200704917,TG-126C1F1,126,1,1,พัสดุอุปกรณ์ ,2206000015,NULL
